"whichDataset","sentiment","text"
"Trump",0,"#CrookedHillary #PayToPlay https://t.co/BT1Nv0ZMYg"
"Trump",0,"Join me in Naples, Florida this evening at 6:00pm! Tickets: https://t.co/Oax06JVzv1 https://t.co/g9LBxI1dJ8"
"Trump",0,"Remember - get out on November 8th &amp; VOTE #TrumpPence16. It is time to #DrainTheSwamp -- this is our last chance! https://t.co/bnGcJUt7UL"
"Trump",0,"Former Prosecutor: The Clintons Are So Corrupt, Everything  €˜They Touch Turns To Molten Lead €™  https://t.co/5Eyfi092vn"
"Trump",2,"Thank you Las Vegas Review Journal!  EDITORIAL: 'Donald Trump for president' https://t.co/uH5GH7Bhe0 via @reviewjournal"
"Trump",2,"Well, Iran has done it again. Taken two of our people and asking for a fortune for their release. This doesn't happen if I'm president!"
"Trump",-1,"""If you can't run your own house you certainly can't run the White House"" A statement made by Mrs. Obama about Crooked Hillary Clinton"
"Trump",1,"Thank you for the massive turnout tonight- Cleveland, Ohio! Get out &amp; VOTE #TrumpPence16 on 11/8. Watch rally here: https://t.co/A8YYflCygj https://t.co/xSws2vGWNG"
"Trump",-1,"WikiLeaks: 'Clinton-Kaine Even Lied About Timing of Veep Pick' https://t.co/e1NVdpSfNr"
"Trump",1,"'Trump lays out policies for first 100 days in White House' https://t.co/OrwOIFJuSz"
"Trump",-1,"'Huma Abedin told Clinton her secret email account caused problems' https://t.co/i4zN2QzKnf"
"Trump",0,"Just arrived in Cleveland, Ohio- join Governor @Mike_Pence and I now, LIVE via: https://t.co/SS58ChFTNy"
"Trump",-1,"Hillary Clinton: 'Architect of failure' #DrainTheSwamp #CrookedHillary https://t.co/b5HqsGrc7N"
"Trump",0,"Unbelievable crowd of supporters in Virginia Beach, Virginia. Thank you! Next stop - Cleveland, Ohio. #DrainTheSwamp https://t.co/HfihPERFgZ https://t.co/8xRyu9YIf1"
"Trump",0,"In order to #DrainTheSwamp &amp; create a new GOVERNMENT of, by, &amp; for the PEOPLE, I need your VOTE! Go to https://t.co/HfihPERFgZ- LET'S #MAGA!"
"Trump",2,"Today I introduced my Contract with the American Voter - our economy will be STRONG &amp; our people will be SAFE.  https://t.co/uezUaUp0cd https://t.co/bS6iQTHJLF"
"Trump",-1,"Change has to come from outside our very broken system. #MAGA https://t.co/OH9Lvo3R7K"
"Trump",0,"Crooked Hillary Clinton Tops Middle East Forum €™s  €˜Islamist Money List' https://t.co/JC25rNtx6G"
"Trump",1,"Thank you Gettysburg, Pennsylvania! #DrainTheSwamp https://t.co/jWgLcxDji7"
"Trump",3,"Landing in Pennsylvania now. Great new poll this morning, thank you. Lets #DrainTheSwamp and #MakeAmericaGreatAgain!  TRUMP 42% CLINTON 40% https://t.co/RJlGk6YiX4"
"Trump",0,"Will be in Cleveland, Ohio w/ @mike_pence tonight- join us: https://t.co/hre7FofPxQ  Naples, Florida-tomorrow @ 6pm: https://t.co/Oax06JVzv1"
"Trump",0,"""@AZTRUMPTRAIN: I #Voted for DonaldTrump! #Arizona  ˜‰ #Economy #Immigration #Jobs #Veterans #BorderControl #Trade €_ https://t.co/0BJk9BwkfW"""
"Trump",1,"""@jensen4law: Best way to pay Hillary back for what she did to @BernieSanders #DNCleak is a DonaldTrump LANDSLIDE https://t.co/Ha8o5wCyGh"""
"Trump",-1,"The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!"
"Trump",1,"Just returned from Pennsylvania where we will be bringing back their jobs. Amazing crowd. Will be going back tomorrow, to Gettysburg!"
"Trump",0,"Governor @Mike_Pence and I will be in Cleveland, Ohio tomorrow night at 7pm - join us! #MAGA Tickets: https://t.co/hre7FofPxQ https://t.co/5lhrb7POGl"
"Trump",2,"Thank you to the great crowd of supporters in Newtown, Pennsylvania. Get out &amp; VOTE on 11/8/16. Lets #MAGA! Watch: https://t.co/Skv59VjmdT https://t.co/3PptVcow50"
"Trump",0,"#CrookedHillary sending U.S. intelligence info. to Podesta €™s hacked email is  €˜unquestionably an OPSEC violation €™ https://t.co/z58aeo4CO7"
"Trump",2,"WikiLeaks reveals Clinton camp €™s work with  €˜VERY friendly and malleable reporters €™  #DrainTheSwamp #CrookedHillary https://t.co/bcYLslrxi0"
"Trump",-1,"Donna Brazile Shreds Obama Economy - Acting DNC chair says 'people are more in despair about how things are' https://t.co/LQNbISSoX0"
"Trump",-2,"""{Crooked Hillary Clinton} created this mess, and she knows it.""  #DrainTheSwamp https://t.co/3cBNYjl5CD https://t.co/sjwkuq3nkk"
"Trump",0,"'Clinton Campaign And Harry Reid Worked With New York Times To Smear State Dept Watchdog' Time to #DrainTheSwamp!  https://t.co/0VDdGdpCTg"
"Trump",-2,"VERY IRONIC: ""In 2010 video, Clinton lectured underlings on cybersecurity and guarding  €˜sensitive information €™""  https://t.co/dL7VDMqSLy"
"Trump",2,"Great crowd in Johnstown, Pennsylvania- thank you. Get out &amp; VOTE on 11/8! Watch the MOVEMENT in PA. this afternoon: https://t.co/rKyPFyggKk https://t.co/DdsC6nq2sI"
"Trump",0,"A top Clinton Foundation official said he could name  €œ500 different examples €  of conflicts of interest.  https://t.co/rtWhdYOyq7"
"Trump",1,"#CrookedHillary  €œwas at center of negotiating $12M commitment from King Mohammed VI of Morocco €  to Clinton Fdn. https://t.co/HWOQ7jQWY2"
"Trump",2,"Great crowd in Fletcher, North Carolina- thank you! Heading to Johnstown, Pennsylvania now! Get out on November 8th and #VoteTrumpPence16! https://t.co/3ee0tk8A8t"
"Trump",3,"The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times."
"Trump",-3,"Huma calls it a ""MESS,"" the rest of us call it CORRUPT! WikiLeaks catches Crooked in the act - again. #DrainTheSwamp https://t.co/juvdLIJPWu"
"Trump",0,"Hillary &amp; Obama's Broken Promises.  #RepealObamacare https://t.co/oz24r2xW7G"
"Trump",-1,"In addition to those without health coverage- those that have disastrous #Obamacare are seeing MASSIVE PREMIUM INCREASES. Repeal &amp; replace! https://t.co/qhV33zXhtr"
"Trump",1,"RT @EricTrump: On behalf of the entire family, we would truly be honored to have your vote! Let's #MakeAmericaGreatAgain #EarlyVote https:/ €_"
"Trump",0,"RT @TeamTrump: When Obama took office in 2009 employer-provided premiums cost $13,375. Today they are $18,142. Thanks, Obama."
"Trump",0,"Crooked Hillary promised 200k jobs in NY and FAILED. We'll create 25M jobs when I'm president, and I will DELIVER! https://t.co/NgyCkEH7Xn"
"Trump",-2,"Crooked took MILLIONS from oppressive ME countries. Will she give the $$$ back? Probably not. Don't forget her slogan -- ""TAKE THE MONEY!"" https://t.co/qLAc6T3lgG"
"Trump",2,"'Trump won the third debate' https://t.co/Wh52fyLNRz"
"Trump",0,"UPCOMING RALLIES - JOIN ME!  TOMORROW Fletcher, NC @ 12pm.  https://t.co/uASvA4Gd4r  SATURDAY Cleveland, OH @ 7pm.  https://t.co/hre7Foxqpo"
"Trump",0,"#ICYMI - OHIO RALLY! Watch here: https://t.co/0qAjfOcu6Y https://t.co/fpShHiXI31"
"Trump",-1,"Want access to Crooked Hillary? Don't forget - it's going to cost you! #DrainTheSwamp #PayToPlay https://t.co/qjMBZkEnK9"
"Trump",1,"Thank you Delaware County, Ohio! Remember- either we WIN this election, or we are going to LOSE this country! #DrainTheSwamp #TrumpPence16 https://t.co/0Z5x5mhEE0"
"Trump",-2,"If elected POTUS - I will stop RADICAL ISLAMIC TERRORISM in this country! In order to do this, we need to #DrainTheSwamp! https://t.co/hfrRusrTy0"
"Trump",-2,"Why didn't Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary."
"Trump",2,"Thank you America! #MAGA  Rasmussen National Poll Donald Trump 43% Hillary Clinton 40% https://t.co/n4eZ3qpcjg"
"Trump",3,"Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to #DrainTheSwamp &amp; #MAGA! https://t.co/NjCm5W9o0x"
"Trump",-2,"Totally dishonest Donna Brazile chokes on the truth. Highly illegal!  Watch: https://t.co/Rs5brj31bA https://t.co/FYoRo6MUjX"
"Trump",1,"The Washington Times Presidential Debate Poll: TRUMP 77% (18,290) CLINTON 17% (4,100) #DrainTheSwamp #Debate https://t.co/wsgsf5nv6H"
"Trump",0,"Join the MOVEMENT to #MAGA! https://t.co/3KWOl2ibaW https://t.co/V84qfN4oz1"
"Trump",2,"Great poll - thank you America! Once we #DrainTheSwamp, together we will #MAGA_Ÿ‡º_Ÿ‡¸#Debate https://t.co/SvcjmrsHKD"
"Trump",2,"That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!"
"Trump",0,"Join my team over on my Facebook page- live now! #Debates https://t.co/vpDVQfO58A https://t.co/5v1tWzHrxq"
"Trump",0,"The era of division is coming to an end. We will create a new future of #AmericanUnity. First, we need to #DrainTheSwamp! #Debates https://t.co/DHPBb7IR91"
"Trump",0,"We cannot take four more years of Barack Obama and that €™s what you €™ll get if you vote for Hillary. #BigLeagueTruth"
"Trump",1,"I started this campaign to Make America Great Again. That €™s what I €™m going to do. #MAGA #debate"
"Trump",0,"HILLARY'S HEALTH CARE POLICIES #DrainTheSwamp #Debate https://t.co/t1Sr8dk2Xi"
"Trump",-1,"RT @TeamTrump: .@realDonaldTrump is going to cut taxes BIG LEAGUE -- Crooked is going to raise taxes BIG LEAGUE! #DrainTheSwamp #Debate htt €_"
"Trump",0,"We have to repeal &amp; replace #Obamacare! Look at what is doing to people! #DrainTheSwamp https://t.co/fsv7P11mWV"
"Trump",0,"ISIS has infiltrated countries all over Europe by posing as refugees, and @HillaryClinton will allow it to happen here, too! #BigLeagueTruth https://t.co/U5hDdIc4rC"
"Trump",-1,"The economy cannot take four more years of these same failed policies. #BigLeagueTruth #DrainTheSwamp https://t.co/o8g2E5xXy6"
"Trump",0,"Together we can save American JOBS, American LIVES, and AMERICAN FUTURES! #Debates https://t.co/2Yfd0Omn4X"
"Trump",0,"USA has the greatest business people in the world but we let political hacks negotiate our deals. We need change! #BigLeagueTruth #Debate"
"Trump",1,"I WILL DEFEAT ISIS. THEY HAVE BEEN AROUND TOO LONG! What has our leadership been doing? #DrainTheSwamp https://t.co/tU0iW3Gi9v"
"Trump",0,"RT @TeamTrump: What They Are Saying About @realDonaldTrump's GREAT Debate and @HillaryClinton's Bad Performance https://t.co/FGULnoDrkQ htt €_"
"Trump",-1,"After Crooked @HillaryClinton allowed ISIS to rise, she now claims she'll defeat them? LAUGHABLE! Here's my plan: https://t.co/FzRMObNQVn"
"Trump",0,"RT @TeamTrump: ""Her instincts are suboptimal."" https://t.co/PRCHvRtPVA"
"Trump",0,"I opposed going into Iraq. Hillary voted for it. As with everything else she's supported, it was a DISASTER. https://t.co/Um5WJXWfBZ"
"Trump",0,"#BigLeagueTruth #DrainTheSwamp https://t.co/eoBiXFPc5f"
"Trump",-2,"Bernie Sanders on HRC: Bad Judgement. John Podesta on HRC: Bad Instincts. #BigLeagueTruth #Debate"
"Trump",-1,"HILLARY FAILED ALL OVER THE WORLD. #BigLeagueTruth     ŒLIBYA   ŒSYRIA   ŒIRAN   ŒIRAQ   ŒASIA PIVOT   ŒRUSSIAN RESET   ŒBENGHAZI #DrainTheSwamp https://t.co/9vEKQ1A3L0"
"Trump",-1,"Hillary says ""take back Mosul?"" We would have NEVER lost Mosul- if it wasn't for #CrookedHillary. #DrainTheSwamp https://t.co/TmsY0ApFLQ"
"Trump",1,"RT @TeamTrump: LIVE FACT-CHECK: Trump's RIGHT. The Clinton Foundation has taken MILLIONS from the Middle East. #DrainTheSwamp https://t.co/ €_"
"Trump",0,"You should give the money back @HillaryClinton! #DrainTheSwamp https://t.co/m0LKHRUoHz"
"Trump",0,"Crooked €™s top aides were MIRED in massive conflicts of interests at the State Dept. We MUST #DrainTheSwamp https://t.co/a4p7q9jZde #Debate"
"Trump",-2,"Crooked @HillaryClinton's foundation is a CRIMINAL ENTERPRISE. Time to #DrainTheSwamp!  https://t.co/89eOMTsIjt #BigLeagueTruth #Debate"
"Trump",1,"Moderator:  €œRespectfully, you won €™t answer the pay-to-play question. €  #Debate #BigLeagueTruth"
"Trump",1,".@HillaryClinton loves to lie. America has had enough of the CLINTON'S! It is time to #DrainTheSwamp! Debates https://t.co/3Mz4T7qTTR"
"Trump",0,"She'll say anything and change NOTHING! #MAGA #BigLeagueTruth https://t.co/6E767Uw6Dj"
"Trump",0,"I will do more in the first 30 days in office than Hillary has done in the last 30 years! #DebateÂ  #BigLeagueTruth https://t.co/tuNQePu8Vk"
"Trump",2,"Crooked's camp incited violence at my rallies. These incidents weren't ""spontaneous"" - like she claimed in Benghazi! https://t.co/aCzOgFIfZ2"
"Trump",-1,"#CrookedHillary is nothing more than a Wall Street PUPPET! #BigLeagueTruth #Debate https://t.co/skhBWG6AQ3"
"Trump",0,"Brought to you by @HillaryClinton &amp; her campaign- in Chicago, Illinois.  #BigLeagueTruth #DrainTheSwamp https://t.co/10iUBOcECp"
"Trump",0,"RT @TeamTrump: .@realDonaldTrump will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate #BigLeague €_"
"Trump",-2,"Our country is stagnant. We €™ve lost jobs and business. We don €™t make things anymore b/c of the bill Hillary €™s husband signed and she blessed"
"Trump",-1,"Crooked Hillary has never created a job in her life. We will create 25 million jobs. Think she can do that? Not a chance. #BigLeagueTruth https://t.co/V8WGjAIyKV"
"Trump",0,".@HillaryClinton has been doing this for THIRTY YEARS....where has she been? #BigLeagueTruth"
"Trump",0,"#CrookedHillary gives Obama an  €œA €  for an economic recovery that €™s the slowest since WWII... #BigLeagueTruth #DrainTheSwamp https://t.co/mNcTzoMFhB"
"Trump",1,"THE CHOICE IS CLEAR! #BigLeagueTruth #DrainTheSwamp https://t.co/kGx88PEpmX"
"Trump",1,"RT @TeamTrump: #CrookedHillary's plan will add $1.15 TRILLION in new taxes. We cannot afford her! #DrainTheSwamp #Debate https://t.co/jpjKY €_"
"Trump",1,"I will renegotiate NAFTA. If I can €™t make a great deal, we €™re going to tear it up. We €™re going to get this economy running again. #Debate"
"Trump",0,"This is what we can expect from #CrookedHillary. More Taxes. More Spending. #BigLeageTruth #DrainTheSwamp #Debates https://t.co/5yxnt0gNUF"
"Trump",0,"#BigLeagueTruth https://t.co/jhDLwFez3v"
"Trump",-1,".@HillaryClinton's tax hikes will CRUSH our economy. I will cut taxes -- BIG LEAGUE. https://t.co/EtA1tBnrNG https://t.co/NgMDP4wilI"
"Trump",1,".@HillaryClinton talking about jobs? Remember what she promised upstate New York. #BigLeagueTruth #Debates https://t.co/SmjNuHi7XB"
"Trump",-1,".@HillaryClinton has been a foreign policy DISASTER for the American people. I will #MakeAmericaStrongAgain #Debate #BigLeagueTruth https://t.co/XeXXV18Nco"
"Trump",0,"Moderator: Hillary plan calls for more regulation and more government spending. #Debate #BigLeagueTruth"
"Trump",-3,".@HillaryClinton- you have failed, failed, and failed. #BigLeagueTruth Time to #DrainTheSwamp! https://t.co/c2EiyU8XKK"
"Trump",1,"Hillary has called for 550% more Syrian immigrants, but won €™t even mention  €œradical Islamic terrorists. €  #Debate #BigLeagueTruth https://t.co/DggR0QjRSk"
"Trump",0,"Hey @POTUS - WE AGREE! #BigLeagueTruth #DrainTheSwamp https://t.co/WnofYy60fc"
"Trump",0,"Moderator: Hillary paid $225,000 by a Brazilian bank for a speech that called for  €œopen borders. €  That €™s a quote! #Debate #BigLeagueTruth"
"Trump",2,"RT @TeamTrump: .@RealDonaldTrump wants a SAFE America w/ stronger borders, no amnesty, and an END to sanctuary cities. He is #AmericaFirst! €_"
"Trump",1,"TRUMP &amp; CLINTON ON IMMIGRATION #Debate #BigLeagueTruth https://t.co/OP4c7Jc8Ad"
"Trump",0,"Hillary is too weak to lead on border security-no solutions, no ideas, no credibility.She supported NAFTA, worst deal in US history. #Debate"
"Trump",1,"Plain &amp; Simple: We should only admit into this country those who share our VALUES and RESPECT our people. https://t.co/TlJo8dtVjZ"
"Trump",1,"One of my first acts as President will be to deport the drug lords and then secure the border. #Debate #MAGA"
"Trump",0,"Hillary Clinton will use American tax dollars to provide amnesty for thousands of illegals. I will put #AmericaFirst! #BigLeagueTruth https://t.co/nudgLtspyJ"
"Trump",1,"Drugs are pouring into this country. If we have no border, we have no country. That €™s why ICE endorsed me. #Debate #BigLeagueTruth"
"Trump",0,"RT @TeamTrump: .@realDonaldTrump is PRO-LIFE, PRO-FAMILY #BigLeagueTruth #Debates2016 https://t.co/nOqbDBMQFM"
"Trump",0,"#SecondAmendment #2A #Debates https://t.co/QbOaf8Dlhs"
"Trump",1,"It is so imperative that we have the right justices. #DrainTheSwamp #DebatesÂ #BigLeagueTruth https://t.co/RHryqijTlu"
"Trump",-1,".@HillaryClinton lists litany of ways she plans to restrict gun rights. 2A will not survive a Hillary presidency. #Debate #BigLeagueTruth"
"Trump",1,"RT @TeamTrump: .@realDonaldTrump will PROTECT and DEFEND the Constitution #Debate #BigLeagueTruth #DrainTheSwamp https://t.co/mNTio22WK8"
"Trump",0,"The 2nd Amendment is under siege. We need SCOTUS judges who will uphold the US Constitution. #Debate #BigLeagueTruth"
"Trump",1,"Hillary Clinton wants to create the most liberal Supreme Court in history #debate #DrainTheSwamp https://t.co/fKJBNXvluh"
"Trump",4,"Ready to lead. Ready to Make America Great Again. #Debate #MAGA"
"Trump",1,"This is an incredible MOVEMENT- WE are going to take our country BACK! #November8th #BigLeagueTruth #Debate https://t.co/BT4VgYTkBr"
"Trump",0,"Tune in at https://t.co/Q08Kp4w3oT and get the word out #BigLeagueTruth #Debate Help us spread the TRUTH, stop the LIES! https://t.co/vTRPhRijmw"
"Trump",0,"I will be handing over my Twitter account to my team of deplorables for tonight's #debate #MakeAmericaGreatAgain"
"Trump",-2,"UNBELIEVABLE! Clinton campaign contractor caught in voter-fraud video is a felon who visited White House 342 times: https://t.co/qQdsMHAtkT"
"Trump",-1,"'Over 250,000 to Lose Health Insurance in Battleground North Carolina Due to #Obamacare' https://t.co/18McSKO2AY"
"Trump",0,"Join my team tonight at 8:30pmE! https://t.co/ZqJmf4yB87 https://t.co/ncJXn6fURF"
"Trump",-1,"I will issue a lifetime ban against senior executive branch officials lobbying on behalf of a FOREIGN GOVERNMENT! #DrainTheSwamp https://t.co/g5NrUrzHTt"
"Trump",-1,"I am going to expand the definition of LOBBYIST - so we close all the LOOPHOLES! #DrainTheSwamp https://t.co/PBPrrEnfSK"
"Trump",-1,"Obamacare premiums increasing 33% in Pennsylvania - a complete disaster. It must be repealed and replaced! #DrainTheSwamp https://t.co/mc86Fcjzx8"
"Trump",0,"'Hillary Clinton Deleted Emails With Her Email Server Technician' https://t.co/VvO4lTKsaj"
"Trump",0,"Join me in Delaware, Ohio tomorrow at 12:30pm! #DrainTheSwamp  Tickets: https://t.co/TWRFY1ryY8 https://t.co/Zd1KjzlCtJ"
"Trump",-1,"'Top Hillary Adviser Mocked, Plotted Attacks on Pro-Sanders Civil Rights Leader' #DrainTheSwamp  https://t.co/ER5FtjZgjw"
"Trump",1,"'Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times' #DrainTheSwamp  https://t.co/MO4SJaQMzo"
"Trump",-1,"'State works hard, and illegally, for Clinton' #DrainTheSwamp https://t.co/zXvUnJTKhF"
"Trump",-1,"'Scandals surround Clinton's gatekeeper at State' #DrainTheSwamp https://t.co/xxTTZeMYAc"
"Trump",0,"The State Department's 'shadow government' #DrainTheSwamp  https://t.co/UtbqlGrYJh"
"Trump",0,"More Anti-Catholic Emails From Team Clinton: https://t.co/KYirBbYjp2 https://t.co/f8Z7olUvlM"
"Trump",0,"It is time to #DrainTheSwamp! https://t.co/U2XeM2vDJK"
"Trump",0," €˜Food Groups €™  €“ Emails Show Clinton Campaign Organized Potential VPs By Race And Gender: https://t.co/Qk1fOm1t8L"
"Trump",0,"#DrainTheSwamp  https://t.co/wqqPjxfBoJ"
"Trump",2,"Time to #DrainTheSwamp in Washington, D.C. and VOTE #TrumpPence16 on 11/8/2016. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/1JCHmBuCRF"
"Trump",-1,"Hillary is the most corrupt person to ever run for the presidency of the United States. #DrainTheSwamp https://t.co/xA3YO8YzCq"
"Trump",-2,"'Clinton Campaign Tried to Limit Damage From Classified Info on Email Server' #DrainTheSwamp  https://t.co/5j8WuKLL5o"
"Trump",1,"'Trump rally disrupter was once on Clinton's payroll' https://t.co/75oLLuD4SI"
"Trump",0,"RT @TeamTrump: It is time to #DrainTheSwamp in Washington, D.C! Vote Nov. 8th to take down the #RIGGED system! https://t.co/Ox9hH13Q9I"
"Trump",0,"Thank you Colorado Springs. If I €™m elected President I am going to keep Radical Islamic Terrorists out of our country! #DrainTheSwamp https://t.co/Te4gCaosDz"
"Trump",0,"FL, KS, ME, MD, MN, NJ, OR &amp; WV! It's the LAST DAY to mail in voter reg forms. Get the forms at https://t.co/HfihPEA3Sp so we can #MAGA! https://t.co/NndExJrXam"
"Trump",0,"RT @EricTrump: Nevada: A quick reminder that today is your last day to register to vote! https://t.co/ZnPgnu8vCS https://t.co/gF8ErCzTC1"
"Trump",-1,"Hillary €™s Aides Urged Her to Take Foreign Lobbyist Donation And Deal With Attacks: https://t.co/o2qvr1myIZ"
"Trump",-2,"If we let Crooked run the govt, history will remember 2017 as the year America lost its independence. #DrainTheSwamp https://t.co/VpYiO8CnXQ"
"Trump",-3,"Pay-to-play. Collusion. Cover-ups. And now bribery? So CROOKED. I will #DrainTheSwamp. https://t.co/FNzMit7mD8"
"Trump",1,"I will Make Our Government Honest Again -- believe me. But first, I'm going to have to #DrainTheSwamp in DC. https://t.co/m1lMAQPnIb"
"Trump",-2,"""@THEREALMOGUL: 41% of American voters believe the  election could be ""stolen"" from DonaldTrump due to widespread voter fraud. - Politico"""
"Trump",1,"Great night in WI. I €™m going to fight for every person in this country who believes government should serve the PEOPLE -- not the donors! https://t.co/aC6fbm0hW2"
"Trump",2,"Donald J. Trump Ethics Reform Plan For Washington D.C. https://t.co/lKzas1SqUA"
"Trump",0,"EXCLUSIVE: FBI Agents Say Comey  €˜Stood In The Way €™ Of Clinton Email Investigation: https://t.co/6n63fHVvNo"
"Trump",0,"Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv"
"Trump",0,"Yet more evidence of a media-rigged election: https://t.co/rVh4ocgx3r"
"Trump",1,"My wife, Melania, will be interviewed tonight at 8:00pm by Anderson Cooper on @CNN. I have no doubt she will do very well. Enjoy!"
"Trump",0,"I will sign the first bill to repeal #Obamacare and give Americans many choices and much lower rates!"
"Trump",1,"Trump Virginia Office Announces Statewide TV Ad Strategy and Leadership Team: https://t.co/wVJZTjY8bA https://t.co/JUBRu4mqCE"
"Trump",0,"Join me in Colorado Springs, Colorado tomorrow at 1:00pm! #MAGA  Tickets: https://t.co/ktFk8RuaUK"
"Trump",1,"Crooked Hillary colluded w/FBI and DOJ and media is covering up to protect her. It's a #RiggedSystem! Our country deserves better! https://t.co/n2NpH3zmcy"
"Trump",0,"New polls are good because the media has deceived the public by putting women front and center with made-up stories and lies, and got caught"
"Trump",0,"""Journalists shower Hillary Clinton with campaign cash"" https://t.co/qZPPX0LO4X https://t.co/NsWbJN01Uu"
"Trump",-1,"""State Department official accused of offering 'quid pro quo' in Clinton email scandal"" https://t.co/XkmcKeyRPJ"
"Trump",-1,"RT @TeamTrump: Our thoughts are with the forces fighting ISIS in Iraq. We must never back down against this extreme radical Islamic terrori €_"
"Trump",3,"Wow, new polls just came out from @CNN   Great numbers, especially after total media hit job. Leading Ohio 48 - 44."
"Trump",-1,"RT @TeamTrump: CORRUPTION CONFIRMED: FBI confirms State Dept. offered 'quid pro quo' to cover up classified emails https://t.co/A3mCNBLCsO"
"Trump",-2,"Voter fraud! Crooked Hillary Clinton even got the questions to a debate, and nobody says a word. Can you imagine if I got the questions?"
"Trump",-1,"Unbelievable. https://t.co/D7kpxlQPwU"
"Trump",0,"RT @TeamTrump: _Ÿ_¨BREAKING_Ÿ_¨: ""State Department's Kennedy pressured FBI to unclassify Clinton emails: FBI documents"" https://t.co/GYYaneeysA"
"Trump",0,"WikiLeaks proves even the Clinton campaign knew Crooked mishandled classified info, but no one gets charged? RIGGED! https://t.co/FgGxDsS0a1"
"Trump",0,"We have all got to come together and win this election. We can't have four more years of Obama (or worse!)."
"Trump",-3,"Of course there is large scale voter fraud happening on and before election day. Why do Republican leaders deny what is going on? So naive!"
"Trump",2,"""@RosieGray: Peter Thiel chooses now to give $1.25mil in support of Trump https://t.co/sNEEB2n2TE"""
"Trump",0,"""@PrisonPlanet: Trump accuser praised him in an email as recently as April! This is all yet another hoax. https://t.co/tcKzmIKpfS"" Terrible"
"Trump",0,"""@MarkSimoneNY: Watch Joe Biden's Long History Of Grabbing, Kissing and Groping Women Who Are Cringing: https://t.co/1iQCMd25Dz"""
"Trump",1,"Can't believe these totally phoney stories, 100% made up by women (many already proven false) and pushed big time by press, have impact!"
"Trump",3,"ALL SAFE IN ORANGE COUNTY, NORTH CAROLINA. With you all the way, will never forget. Now we have to win. Proud of you all!  @NCGOP"
"Trump",1,"Animals representing Hillary Clinton and Dems in North Carolina just firebombed our office in Orange County because we are winning @NCGOP"
"Trump",-1,"Wow, interview released by Wikileakes shows ""quid pro quo"" in Crooked Hillary e-mail probe.Such a dishonest person - &amp; Paul Ryan does zilch!"
"Trump",0,"Finally, in the new ABC News/Washington Post Poll, Hillary Clinton is down 11 points with WOMEN VOTERS and the election is close at 47-43!"
"Trump",0,"Paul Ryan, a man who doesn't know how to win (including failed run four years ago), must start focusing on the budget, military, vets etc."
"Trump",-2,"The Democrats have a corrupt political machine pushing crooked Hillary Clinton. We have Paul Ryan, always fighting the Republican nominee!"
"Trump",0,"Join me in Wisconsin tomorrow or Colorado on Tuesday! Green Bay- 6pm https://t.co/9L917nvCBX Colorado Springs- 1pm https://t.co/ktFk8RuaUK https://t.co/ykDqnCJstK"
"Trump",-2," €œThe vast majority felt she should be prosecuted..."" -- even senior FBI officials thought Crooked was guilty.  https://t.co/AFtDs7HVlt"
"Trump",-4,"The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD"
"Trump",0,"We've all wondered how Hillary avoided prosecution for her email scheme. Wikileaks may have found the answer. Obama! https://t.co/xF0wv8Oa8q"
"Trump",-1,"Hillary's staff thought her email scandal might just blow over. Who would trust these people with national security? https://t.co/EvBCQoZRG2"
"Trump",-3,"A country that Crooked Hillary says has funded ISIS also gave Wild Bill $1 million for his birthday? SO CORRUPT! https://t.co/00s5tgsXrM"
"Trump",-3,"They let Crooked &amp; the Gang off the hook for the crime, but it looks like the cover-up is just as bad. Unbelievable! https://t.co/eWjHoq20Dw"
"Trump",0,"Election is being rigged by the media, in a coordinated effort with the Clinton campaign, by putting stories that never happened into news!"
"Trump",-1,"Polls close, but can you believe I lost large numbers of women voters based on made up events THAT NEVER HAPPENED. Media rigging election!"
"Trump",-2,"Watched Saturday Night Live hit job on me.Time to retire the boring and unfunny show. Alec Baldwin portrayal stinks. Media rigging election!"
"Trump",1,"""@davidshiloach: @realDonaldTrump Go Mr. Trump! Israel is behind you!"""
"Trump",1,"Thank you for sharing Amy. https://t.co/StfzCeaQgH"
"Trump",2,"A great day in New Hampshire and Maine. Fantastic crowds and energy! #MAGA"
"Trump",3,"Thank you Bangor, Maine! Get out &amp; #VoteTrumpPence16 on 11/8/16- and together we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/BafUd899CI"
"Trump",-1,"The failing @nytimes reporters don't even call us anymore, they just write whatever they want to write, making up sources along the way!"
"Trump",-1,"Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!"
